,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
3204,really good choice nutritionally sound lower calorie food cat admittedly picky i...,Positive,84.1%,0.1%,15.8%
3205,started buying daughter dairy allergy needed something switch weaned one year pr...,Neutral,18.7%,62.3%,19.0%
3206,good litter hard clumping easy scoop stopped using weight package problem custom...,Positive,57.8%,5.1%,37.1%
3207,three tastes rich chocolaty chalky surprised good better kcup cocoa weve tried...,Neutral,12.3%,65.8%,21.9%
3208,buying bags one time hefty markup nearby stores decided try bulk ordering snack ...,Neutral,30.5%,65.9%,3.6%
3209,chips great deal kettle special deal case chips hard find vegas favorite flavor ...,Negative,31.0%,12.5%,56.4%
3210,great shipping time great lbs product described fresh gummy coca colaee lol reme...,Positive,69.5%,29.7%,0.8%
3211,taste like carmels except softer ingredients sugar corn syrup plant stanol estrs...,Positive,59.2%,12.4%,28.4%
3212,product great nibs crispy crunchy eat good bitter chocolate flavor come vacuumse...,Neutral,12.8%,78.4%,8.8%
3213,use victoria gourmet ginger citrus spice amazoncom everything especially good fr...,Positive,48.3%,41.8%,9.9%
3214,recently discovered larabars wholefood sugarfree goodness first try jocolat line...,Positive,47.5%,9.0%,43.6%
3215,found stuff theworldaccordingtoeggface everything uses stuff really tastes bette...,Negative,30.1%,4.0%,65.8%
3216,fantastic little chips sweet melt mouth great choice cooking projects require ch...,Positive,59.0%,7.2%,33.8%
3217,coffee brews weak like light roast wp chefs reserve pods half full put pod scale...,Neutral,44.4%,51.4%,4.2%
3218,price beyond ripoff went local cash carry paid pack oz tip shop product bit give...,Negative,28.2%,14.5%,57.3%
3219,drink alot green tea mixed homemade ginger tea best priced organic green tea sou...,Positive,62.8%,23.1%,14.1%
3220,good flavor lushcious creamy tastes like caramel melting mouth product arrived i...,Positive,52.6%,38.1%,9.3%
3221,loved except added sugar people order likely control fat caloric intake undermin...,Neutral,12.0%,53.1%,34.9%
3222,exactly advertised natural set food dyes give beautiful natural tones separate e...,Positive,64.8%,13.9%,21.3%
3223,protein drinks make gag click drinks taste great think vanilla latte flavor cloy...,Positive,62.5%,20.7%,16.8%
3224,first review ill keep short love vinturi aerator received last week used couple ...,Positive,47.8%,30.2%,22.0%
3225,didnt seem producing enough milk son decided try tea based recommendation friend...,Positive,57.0%,41.2%,1.9%
3226,last christmas ordered package member family appropriate particular decade getti...,Negative,9.0%,14.8%,76.2%
3227,love aerogarden thrilled herbs even happier cherry tomatoes discovered green bea...,Positive,46.6%,12.6%,40.7%
3228,thank carrying amazon youve made day theyre favorite cookies time order arrived ...,Neutral,22.0%,52.1%,25.9%
3229,takes trying brands coffee find one tasteful smooth taste opinion san francisco ...,Neutral,17.2%,41.5%,41.3%
3230,dogs beg treats every night dinner always make sure plenty supply hand...,Positive,53.4%,12.3%,34.3%
3231,ive drinking stash brand decaf earl grey tea years stores area carry brand decid...,Positive,53.0%,22.3%,24.7%
3232,cat seems enjoy chicken tuna varieties elegant medleys white meat chicken floren...,Neutral,0.2%,57.5%,42.4%
3233,looking something grown frosted mini wheat actually tasted better kellogs still ...,Negative,19.9%,20.5%,59.6%
3234,thank excellent product hope buy near future product good mind body thank...,Positive,62.1%,5.1%,32.9%
3235,pleased finally find real candy store fast well back soon thanks...,Negative,37.8%,3.4%,58.8%
3236,love soup first utah couple years ago moved back washington stae could find anyw...,Negative,12.3%,10.4%,77.3%
3237,bought happy apple snickerdoodles double chocolate brownie chocolate chip cookie...,Positive,57.7%,22.0%,20.3%
3238,recently quit caffiene year quit sugar grains diet tea go tea want something des...,Positive,57.0%,15.8%,27.2%
3239,bought two williams sonoma loved much saw listed amazon bought another one perfe...,Neutral,19.2%,53.8%,27.0%
3240,sweet n low favorite sugar substitute like sweet taste coffee two packets mixed ...,Neutral,21.4%,71.6%,7.0%
3241,yes dogs love treats educate buy dog treats made china company aware stigma behi...,Neutral,33.7%,39.6%,26.7%
3242,stuffed box peanuts still wonder survived bent pot attached box anywhere came al...,Positive,74.1%,14.6%,11.2%
3243,beans looked great arrived record time served well need order...,Neutral,17.1%,77.6%,5.3%
3244,enjoyed cornuts brand snacks since little girl delicious right substitute popped...,Positive,46.8%,27.9%,25.3%
3245,maple syrup nice sweet good maple flavor knowledge added sugar hfcsbr br wont di...,Neutral,18.7%,61.9%,19.5%
3246,barbaras multigrain wheat free fig bar best wheat free cookie eaten tried many m...,Positive,43.0%,32.0%,25.0%
3247,excellent product eat every day cooks minutes cook broth added flavor great blac...,Positive,37.4%,27.1%,35.5%
3248,diamond almondsbr almonds good source magnesium one ounce contain approximately ...,Neutral,11.4%,56.3%,32.2%
3249,great product people wanting gluten free cookies goes together easily cookies de...,Neutral,15.2%,53.0%,31.7%
3250,enjoy better espresso home best italian restaurants great value...,Negative,21.5%,12.0%,66.6%
3251,buy tea bulk drink work beats heck bad office coffee everyone smells wants try v...,Negative,31.9%,11.7%,56.4%
3252,love spicey taste snack chips lots protein quite filling one best protein snacks...,Positive,53.7%,28.8%,17.5%
3253,live europe wanted little taste home reminded well packaged arrived damage...,Positive,75.7%,7.3%,17.0%
3254,flavor product smooth enjoyable honey comes right amount great piece hard candy ...,Neutral,32.9%,47.1%,19.9%
3255,enjoy many types tea flavorful better received sampler purchased find good oily ...,Positive,54.7%,3.1%,42.2%
3256,sisters favourite candy bar later found also fathertobes favourite kind tired ra...,Negative,29.2%,34.4%,36.4%
3257,appear first glance similar nutter butters taste however lighter delicate infuse...,Negative,15.6%,0.4%,84.0%
3258,given keurig b gift asked coffee sample types wanted itbr br decided take chance...,Neutral,5.2%,70.4%,24.5%
3259,wow answer thai cooking product perfect many many recipes suddenly convience jar...,Positive,78.5%,1.3%,20.2%
3260,living small town full ladies home canning often hard locate things need fruit f...,Neutral,2.2%,52.0%,45.8%
3261,despite picture shows search whole mace actually ground dont know flavor...,Negative,8.4%,35.9%,55.7%
3262,tried today edible way sweet strong soy sauce taste nasty would try...,Neutral,3.4%,93.8%,2.8%
3263,decal easy remove packageing apply cake looked like professional job done...,Negative,32.3%,2.8%,64.9%
3264,juice refreshing makes feel good knowing healthy ingredients br ginger gives che...,Neutral,6.9%,61.3%,31.8%
3265,nutrients semidecent add squeeze water drinking done daily vitamins except aller...,Negative,0.1%,16.1%,83.8%
3266,family secret homade mustard recipe price mustard compared store saved lots mone...,Neutral,11.7%,56.5%,31.8%
3267,love things ever sense kid im still love everyone get love met person yet introd...,Neutral,2.1%,77.9%,20.0%
3268,really enjoy coffee schoolteacher daughter husband really dislikes flavored coff...,Neutral,14.9%,82.9%,2.1%
3269,husband love dirty martinis frequently problem draining olive jars juice leave o...,Neutral,1.0%,56.5%,42.5%
3270,yes lot cayenne surprised see amount came quality good well packed...,Negative,26.8%,0.9%,72.3%
3271,come amazon correct description product correct search feature dont come kcups i...,Positive,45.9%,11.9%,42.2%
3272,love rice chex gluten free yeah tastes rice corn cereals jump band wagon...,Negative,18.8%,30.2%,51.0%
3273,im cereal fanatic ive got celiac choose gluten free cereals bought substitute ri...,Negative,17.0%,20.8%,62.2%
3274,lived usa twenty plus years come love country call home teas ive tried many able...,Negative,26.9%,31.5%,41.6%
3275,love soo goodeven toddler loves always keep diaper bag snacks go especially appr...,Negative,21.4%,17.8%,60.8%
3276,cookies didnt last long household young children enjoyed much including friends ...,Positive,52.9%,23.6%,23.5%
3277,looking reviews wonder box bought dud however one ever ever buy ill judge boxbr ...,Positive,43.4%,38.4%,18.1%
3278,love highlander grogg must every morning wanted try something bit different orde...,Neutral,0.5%,59.0%,40.5%
3279,im sure expecting product sodium free first use made throw pleasant taste...,Neutral,27.3%,67.2%,5.5%
3280,excellent blend uses less get full flavored taste makes great pot iced coffee al...,Neutral,19.0%,68.3%,12.6%
3281,things good productbr made wellness recalls kind thus far really paranoid sick p...,Neutral,32.4%,60.1%,7.5%
3282,love coffee smooth wakes delicious also enjoy good undead awakening coffeebr lik...,Negative,37.6%,12.4%,50.0%
3283,diet need sweet tooth calm stop trying beat gums death try snackwells caramel po...,Positive,76.4%,7.3%,16.3%
3284,used salt years recently local groceries stopped stocking itbr one hand fantasti...,Negative,18.4%,18.6%,63.0%
3285,bought plant hirts including venus fly trap died days called hirts told send pic...,Neutral,8.7%,60.2%,31.1%
3286,chip little tomato taste jalepeno seems mild good alternative plain tortilla chi...,Negative,11.3%,13.6%,75.1%
3287,like taste oreos dont buy cookie taste nothing like oreo know better organic sug...,Positive,64.3%,19.9%,15.7%
3288,rarely try sample foods grocery stores strictly get get shopper several years ag...,Neutral,43.7%,48.1%,8.1%
3289,lab puppy starting put much weight surprise thought search food toys would work ...,Negative,29.9%,12.3%,57.8%
3290,best gummies way liked fresh would get another bag could afford weight gain...,Positive,57.0%,35.1%,7.9%
3291,love cant always get local stores dont keep stocked even though always buying st...,Positive,93.5%,0.2%,6.3%
3292,used able find stash licorice major grocery stores im baffled disappeared shelve...,Neutral,39.4%,39.4%,21.2%
3293,maltese love product great jb wonderful company work thanks...,Neutral,11.3%,67.3%,21.4%
3294,bought daughter loved flavored coffees good one add drops real vanilla extract o...,Positive,46.6%,37.7%,15.8%
3295,gotten several times last years usually great sometimes little less limey like o...,Positive,74.7%,12.9%,12.4%
3296,came large cake round little goes long way love hot cold great taste well purcha...,Negative,12.9%,25.2%,61.9%
3297,first impression tasted fine true wouldnt many bottles left still wouldnt hard f...,Positive,77.9%,5.2%,16.8%
3298,price feels high guess thats takes ship candy internet notreallybulk compared la...,Positive,80.9%,3.0%,16.1%
3299,curiosity chose purchase particular flavor two leaves bud local grocer like tast...,Negative,5.5%,33.2%,61.2%
3300,cavalier king charles picky thought might help didnt like oh well finally found ...,Negative,12.6%,19.0%,68.5%
3301,received product specified well within expiration dates tastes great ive eaten p...,Neutral,29.7%,45.4%,24.9%
3302,gooey mess didnt even try eat mess im penalizing pure company thishence stars so...,Neutral,34.9%,60.1%,5.0%
3303,good replacement usually drink im soda mainly caffeine disappointed find beverag...,Positive,87.2%,9.0%,3.8%
3304,nice making broccoli tops chinese take cupcakes greens different shades dark gre...,Negative,2.8%,30.6%,66.6%
3305,love product non local markets carry itit made thanksgiving cooking easier every...,Positive,50.5%,5.0%,44.5%
3306,would eat cereal even wasnt good great combination almonds vanilla flavor...,Negative,26.4%,26.3%,47.3%
3307,chocolates best introduced belgium hottest name best chocolate amazons delivery ...,Neutral,8.0%,48.6%,43.4%
3308,love yogi teas however admit one tasted little bit sweet stevia dont mean sweet ...,Negative,18.1%,10.6%,71.3%
3309,mints velvety minty best worlds adore strong mints always disliked hard chalky t...,Negative,9.5%,7.6%,82.9%
3310,overall taste good pieces tender others hard chew cant swallowed...,Negative,17.7%,40.3%,42.1%
3311,noodles flavor sight love add squirt sri ratcha sauce fantastic snack nothing el...,Positive,45.9%,32.0%,22.1%
3312,drink cups tea day mostly black im pretty picky green teas ordered id something ...,Positive,38.2%,31.2%,30.6%
3313,ok tried alot calorie drinks beforebr one bestbr hard believe calories carbsbr b...,Negative,35.0%,12.5%,52.5%
3314,buy every year dads birthday thankfully found amazon year previous suppliers sto...,Positive,45.2%,31.2%,23.6%
3315,like sweetsalty taste sweet potato fries chips capture taste without fat theyre ...,Neutral,5.0%,74.2%,20.7%
3316,really like crunchy chocolate chip cookies soft ones chemically softened think g...,Negative,16.1%,25.2%,58.7%
3317,im new tea drinking world thought sampler pack would wider flavor range sampler ...,Negative,8.8%,5.9%,85.3%
3318,love granola love kind products vanilla blueberry clusters favorite mine blueber...,Positive,40.2%,30.5%,29.4%
3319,three dog friends maggie year old aussie problems worth problems sick thought pu...,Positive,51.3%,20.4%,28.3%
3320,wouldnt buy product isnt bad chocolate isnt great chocolate either truthfully he...,Positive,74.5%,16.0%,9.6%
3321,actually fairly hesitant try im kinda glad surprisingly good expectedbr br final...,Negative,28.1%,12.5%,59.4%
3322,best candy ive long time kind expensive good special occasions dont know know nu...,Negative,31.5%,14.8%,53.7%
3323,donut shop blend nice flavored coffee pricey use single cup bunn machine lot sin...,Neutral,7.8%,47.2%,45.0%
3324,gluten free oatmeal delicious always think like apple cinnamon flavor betterbr f...,Neutral,35.6%,62.8%,1.6%
3325,love granola youll love cocoaflavored one natures path nice cocoa intensity chun...,Neutral,9.7%,61.7%,28.6%
3326,disappointed like splenda packets ordered tabs throw purse problem dispenser cat...,Positive,63.9%,4.6%,31.5%
3327,dont eat often im big cookie eaterbr wasnt grown holiday sweets asian growing gr...,Negative,27.0%,8.0%,65.1%
3328,organ spagetti pasta best ever light heavy pasta gluten free seven years tryed m...,Negative,28.6%,30.0%,41.4%
3329,well review specifically sea salt flavor chips wish tried another flavor dill co...,Positive,92.6%,2.7%,4.7%
3330,absolutely best brownie bar ive ever eaten tastes like brownie best part natural...,Neutral,12.0%,47.6%,40.3%
3331,favorite dutch licorice sweet great licorice taste price also amazing far cheape...,Positive,67.3%,25.3%,7.4%
3332,expensive say hottest bottle hot sauce world guess worth...,Neutral,1.4%,55.9%,42.6%
3333,excellent tasting tomato puree quite unusual made yellow red ones wonderful swee...,Neutral,38.8%,43.6%,17.6%
3334,get coffee people oranic xbold subscribe save imagine frustration last order con...,Positive,52.4%,8.5%,39.1%
3335,stick tazo republic tea another premium brand authentic bergamot flavor buy tea ...,Positive,70.2%,1.1%,28.7%
3336,thing could make snack better made organic fairtrade obtained ingredients...,Neutral,33.5%,57.2%,9.3%
3337,watermelon mango blue raspberry orange flavors gummi bears delicious flavorful t...,Positive,75.3%,6.2%,18.6%
3338,think ok far using peanut butter better peanut butter substitutes ive tried stil...,Positive,77.6%,2.3%,20.1%
3339,like chai tea try chai latte delicious purchased keurig machine make chai latte ...,Neutral,15.9%,65.5%,18.6%
3340,miniature schnauzer allergic chicken treat safe eat without problems continue bu...,Negative,19.1%,2.8%,78.1%
3341,anyone go wrong chocolate raspberry truffle enjoyed kcup would absolutely reorde...,Neutral,40.4%,57.2%,2.4%
3342,light crisp flaky cookie surrounding brightly flavorful nugget jam problem eat w...,Positive,59.1%,37.7%,3.2%
3343,much add title stars cuz works cuz smelly use seems like product search niche me...,Negative,9.3%,26.1%,64.7%
3344,best price find flossies vendor ships quickly second purchase continue shopping ...,Neutral,28.5%,56.6%,15.0%
3345,mmmmmmmm yummy must chocolate lover cause chocolatey thick super rich much guess...,Neutral,2.9%,77.2%,19.9%
3346,take medication rheumatoid arthritis leaves nasty aftertaste mouth also dry mout...,Negative,20.5%,9.2%,70.3%
3347,one beef jerky lovers really enjoys soft tangyness beef jerky resembled terriaki...,Positive,45.1%,37.5%,17.4%
3348,cat turning become serious picky eater last yearsbr pet owner relate become expe...,Neutral,8.9%,74.2%,16.9%
3349,dog serious chewer loved much purchasing another favorite toy lasted months smal...,Neutral,17.9%,47.0%,35.1%
3350,two dogs love bark im getting ready woof looks good smells good...,Positive,55.1%,26.8%,18.1%
3351,euro mart great vendor efficiently processed mailed purchase arrived timely mann...,Neutral,13.9%,45.8%,40.3%
3352,water tastes great leave syrupy sweet aftertaste mouth afterwards refreshing...,Positive,59.5%,38.5%,2.0%
3353,wrong stuff good like one day tastes rotten dont buy youll regret...,Positive,57.3%,34.7%,8.0%
3354,kcups taste good great quick chai fix theyre also good coffee alternative good e...,Negative,32.7%,17.6%,49.7%
3355,coffee wonderful turkish coffee way getting flavor possible beans natashas cairo...,Negative,6.8%,43.4%,49.8%
3356,flavor good saddly watch sodium intake product much...,Positive,44.7%,15.9%,39.3%
3357,lowreys chicaronnes probably best pork rinds available usa always fresh proper t...,Neutral,30.5%,39.7%,29.8%
3358,sad opened first taste well friends thinking either garlic much fire roasted tas...,Positive,37.3%,30.2%,32.5%
3359,dog loves greenies addictive become time favorite treat little expensive helps k...,Positive,56.0%,34.5%,9.5%
3360,highly recommend fruitablesshe absolutely loves theres junk fillers made usa cal...,Negative,15.7%,30.3%,54.0%
3361,family loves maxwell house international coffees drink several times every day f...,Neutral,11.9%,63.3%,24.8%
3362,eat time healthy packed airtight bags opposed pasta thats sold paper boxes...,Positive,60.3%,9.5%,30.1%
3363,love tea drink time taste nice even sweeten use lemon almost sweet taste take al...,Neutral,1.9%,74.0%,24.1%
3364,product came years ago box included dry mix well separate pouch moist raisins mu...,Neutral,11.7%,56.0%,32.3%
3365,saw flapjack mix local ross store marked like try anything leastbr bought knew h...,Positive,54.7%,18.9%,26.5%
3366,play eating since small acts like tiny ball expensive less amazon pet store...,Neutral,21.4%,46.8%,31.9%
3367,chips awesome natural even coloring comes beet root chemicals flavorful best tas...,Neutral,9.5%,79.7%,10.8%
3368,bought first time amazon weeks agothe variety package great starspowder fresh vi...,Negative,1.0%,36.0%,63.0%
3369,grew thailand often candy choice happy see seems little expensive maybe feel lik...,Positive,37.0%,27.2%,35.9%
3370,actually bought first jar william sonoma amazon sells spiced version gives pop m...,Neutral,26.6%,65.2%,8.2%
3371,dog loves little pricey broken smaller treats boxer boy sensitive stomach never ...,Neutral,9.4%,70.6%,20.0%
3372,one naturaltasting fruit teas youll find discovered local tea house pleased find...,Negative,18.3%,1.5%,80.2%
3373,oatmeal squares largest print fit front box read ingredients second largest ingr...,Positive,65.9%,25.6%,8.5%
3374,drinking green tea powder years come love slightly bitter tannic flavor decided ...,Positive,85.0%,0.3%,14.6%
3375,dont know typical cat gets tired flavor canned cat food sometimes shell eat flav...,Positive,69.6%,28.1%,2.3%
3376,made lavender scones ice cream far really good lavender could bit cleaned bad...,Positive,57.4%,6.8%,35.8%
3377,miniature labradoodle loves give time rip like nobodys business keep around chan...,Negative,35.6%,4.6%,59.9%
3378,switched merrick whole earth brand pate style upgraded line merrick dog loves gr...,Positive,72.8%,2.6%,24.6%
3379,son dachshund devours slippers like afterdinner mints corgie inhale sofa leg min...,Positive,40.7%,24.1%,35.2%
3380,favorite salsa difficult find stores delighted saw could ordered amazon last ord...,Neutral,20.1%,64.1%,15.9%
3381,taste like theatre popcorn advertised really good ot night movies home...,Neutral,36.9%,46.5%,16.6%
3382,stash chamomile herbal tea tea bags dried crushed chamomile flowersbr br honestl...,Neutral,11.4%,76.0%,12.6%
3383,ive tried keep coming back belgian chocolate chocoholics dream drink every morni...,Positive,77.3%,21.9%,0.8%
3384,tastes great someone refined sugar great treat take travel tried nanas flavors g...,Positive,59.6%,17.4%,23.0%
3385,shampoo cleans leaves hair soft manageable days nice lather rinses easily leavin...,Negative,13.2%,13.6%,73.3%
3386,great coffee great price arrived schedule returning customer ordering soon...,Positive,89.7%,0.7%,9.6%
3387,give product yes works complications notice difference right away like mothers d...,Positive,82.9%,4.6%,12.4%
3388,excellent product easy prepare tastes close restaurant quality meal however note...,Negative,7.8%,7.1%,85.1%
3389,switched decaf looking decent cup keurig machine interested subscribe save optio...,Positive,57.0%,6.7%,36.3%
3390,bichon frise longest time feeding nothing endless hassle dog would completely st...,Negative,20.6%,33.4%,46.1%
3391,always purchase product store since amazon prime waist time energy money going l...,Positive,89.5%,0.1%,10.4%
3392,product better grade materials used create general feed brands frikies mew mx pu...,Positive,66.9%,30.7%,2.4%
3393,im opposed changebut oppose change change wasnt needed first place disappointed ...,Negative,22.8%,5.9%,71.2%
3394,great northern popcorn machine used oz popcorn packets well competitors great no...,Negative,18.4%,38.9%,42.6%
3395,fly trap worth money doesnt job ones bought else much better dont buy much bette...,Neutral,34.2%,65.7%,0.0%
3396,ive tried several kinds fruit nut bars least favorite mostly dried fruit rather ...,Negative,33.7%,8.7%,57.6%
3397,small bags pirate booty great kids sons birthday party went crazy individual siz...,Negative,5.7%,7.9%,86.4%
3398,regular flavor budda bones great dogs apparently care minty flavor...,Positive,58.7%,38.8%,2.5%
3399,ordered green mountain dark magic kcup gamble since never tried wownow coffee fo...,Negative,12.1%,3.6%,84.3%
3400,great treat send school kids something healthy neat little package love...,Positive,85.5%,4.9%,9.7%
3401,addicted candies somewhat hard still chewable outer shell wonderfully sweet jell...,Positive,46.8%,9.2%,44.0%
3402,tastey highly recommendbr mine arrived fast shipping expiration date package exp...,Negative,1.3%,45.7%,53.0%
3403,like savory taste beef hearts wont disappointed product delicious beef heart fla...,Negative,1.1%,30.2%,68.6%
3404,great pretzels wish could little cheaper cialicsbr br everything purchaed amazon...,Negative,21.6%,23.0%,55.4%
3405,bought small buster cube lb furry mutt great timeuntil inner cylinder popped bot...,Neutral,28.0%,57.6%,14.5%
3406,six month old cannot get enough food prefers pouch items far love mix veggies fr...,Positive,70.2%,3.1%,26.7%
3407,works well wore day worked hour still smelled like degree scent bo however like ...,Positive,53.3%,22.9%,23.8%
3408,highly recommend wellness products shih tzus plaqued severe allergy problems spe...,Neutral,7.6%,90.9%,1.6%
3409,search healthy alternative animal crackers product bomb flavorful perfect consis...,Positive,41.9%,34.8%,23.3%
3410,go light tasty mid morning afternoon snack like pleasantly surprised usually wai...,Negative,4.9%,27.7%,67.3%
3411,last years hershey symphony almond toffee new favorite chocolate bar grams prefe...,Positive,85.1%,1.6%,13.3%
3412,recently discovered popchips greatness trying flavor flavor chili lime favorite ...,Positive,66.6%,14.6%,18.8%
3413,good coffee one best tdiscs found also makes good iced coffee good medium coffee...,Neutral,34.7%,43.5%,21.8%
3414,black rice well priced fine product boil long time around minutes order break ou...,Neutral,17.9%,80.4%,1.7%
3415,personally didnt like flavor like brand made usa sometimes worry food products m...,Negative,6.0%,23.7%,70.3%
3416,hard find item stores dark chocolate powder good lots things allows add artifici...,Negative,25.8%,4.3%,69.9%
3417,like buying products know taken natural alkoloidswould someone knows product ple...,Positive,41.1%,34.1%,24.8%
3418,came pack individually wrapped bottom line theyre awesome soft chewy inch thick ...,Negative,33.8%,4.7%,61.5%
3419,sitting writing tasting tea contains sencha green tea lemon grass lemon balm her...,Neutral,26.9%,49.0%,24.1%
3420,add sugarfree cappuchino tastes great tastes like brands gas stations get cappuc...,Negative,32.8%,14.4%,52.8%
3421,taste well depends sweet like drinks tasty container would leave believe good be...,Positive,64.3%,26.1%,9.6%
3422,purchased tea time ago store another state ran began looking could find area loo...,Positive,57.4%,30.2%,12.4%
3423,received bottle set noticed olive oil bottled website says olive oil stay fresh ...,Neutral,27.7%,50.3%,22.0%
3424,wellness canned food buy cats products preservatives artificial junk grain first...,Neutral,7.3%,74.3%,18.4%
3425,like teriyaki love used marinade every kind meat great flavor...,Neutral,30.9%,57.4%,11.7%
3426,dog smitten shes little overweight weve adjust diet treats especially thought sh...,Neutral,13.9%,84.0%,2.1%
3427,want jazz meat vegetables must sweet yet tangy little spice yet right...,Negative,8.0%,1.8%,90.2%
3428,woo get purina friskies meaty bits grilled chicken gravy oz oz grocery story cat...,Neutral,27.1%,39.3%,33.6%
3429,much variety kind dont get try may different kinds plus stuck lot flavors dont c...,Negative,23.5%,29.2%,47.3%
3430,tea wonderfully strong ginger flavor bags come individually wrapped foil packets...,Neutral,14.2%,53.9%,32.0%
3431,love low calorie way get barbeque potato chip taste still somewhat high sodium h...,Positive,87.2%,8.4%,4.3%
3432,fine fine k cups like big box less trips store coffee divine breakfast time...,Neutral,21.3%,66.0%,12.6%
3433,use purchase brand years gotten expensive use lot oyster sauce said used purchas...,Neutral,0.6%,88.7%,10.7%
3434,mini schnauzer feeding puppy wellness one got one likes lot think happy healthy...,Negative,10.6%,15.2%,74.2%
3435,blue diamond almonds far favorite flavor texture minimal complaint minimally spi...,Negative,23.1%,33.8%,43.1%
3436,dogs ive problem taking pills except yorkie obstinant whole lot easier pop meds ...,Negative,29.4%,30.7%,39.9%
3437,got hooked coffee traveling louisiana alot dark roast best smooth flavor pleased...,Positive,41.9%,17.4%,40.7%
3438,usually like milder blend cofffee said decided try something different coffee sm...,Negative,28.8%,30.7%,40.4%
3439,little boy likes much made organic whole grains dha probiotics good protein cont...,Positive,43.1%,27.6%,29.3%
3440,fan ingredients tea anise taste much blech blech blech...,Neutral,39.5%,58.3%,2.2%
3441,others noted treats made china clearly stated bag didnt like news gets worsebr b...,Positive,56.4%,39.2%,4.3%
3442,love flavor get flavor want cheaper favorite soany suggestions pay extra flavor ...,Positive,62.2%,27.4%,10.4%
3443,im first american born mothers uk family say raised tea exaggerating thing unlik...,Neutral,14.7%,48.8%,36.4%
3444,lyons raspberry dessert sauce everything produce looking taste fresh raspberry s...,Positive,83.7%,3.8%,12.5%
3445,best unsalted chips around tried many best potato flavor came said would...,Neutral,41.0%,56.7%,2.3%
3446,coffee great taste purchased amazon fantastic pricebr wish could get...,Negative,38.1%,19.1%,42.8%
3447,like size bottle essentia comes liter last carrying outside work sports outdoor ...,Positive,96.7%,2.9%,0.3%
3448,living island limited access premium dog foods rely heavily ordering amazon espe...,Positive,33.5%,33.4%,33.1%
3449,well heres thingbr br abottle water purified filtered whatever pretty expensive ...,Neutral,47.0%,49.9%,3.1%
3450,jerkey possibly worst ever eatenthe texture thready dryi tried giving dog wouldn...,Negative,29.1%,10.8%,60.1%
3451,product delicious makes wonderful fall drink would delicious time year maxwell h...,Positive,51.9%,41.4%,6.7%
3452,love coconut oil use baking healthy yummy even works great moisturizer dry skin ...,Negative,13.9%,40.1%,46.0%
3453,stuff ok hoping flakes fine powder like flour consistency makes kinda turn pasty...,Negative,42.6%,9.9%,47.5%
3454,positive reviews led believe popcorn going really great truth disappointed popco...,Negative,8.9%,30.9%,60.2%
3455,oklet blunt honest saydog crap would taste better wouldnt recommend eating dog c...,Neutral,2.5%,84.9%,12.6%
3456,enough chocolate lover get fill good stuff everyone get everything arrived good ...,Positive,54.6%,23.2%,22.2%
3457,basically love olives far favorite soft perfectly salted dont overwhelming fishy...,Positive,42.9%,38.5%,18.7%
3458,aid tranquility sleep marketed effective chronic severe constipation thing worke...,Negative,20.8%,2.4%,76.7%
3459,little disappointed quality product came cheap plastic container words leaching ...,Positive,79.4%,14.5%,6.1%
3460,love wolfganag puck flavors vienna blend nice medium roast strong wonderful flav...,Positive,53.8%,2.4%,43.8%
3461,love bbq pop chips little zip flavor better bbq chips individual bags great taki...,Neutral,28.9%,49.3%,21.8%
3462,definitely arent fresh get probably wouldnt order money wasnt bad deal im throwi...,Positive,46.7%,10.9%,42.4%
3463,gross tried thinking would least taste like regular powdered mixes flavor fake s...,Negative,21.7%,4.5%,73.8%
3464,bought six hundred discount store eating regularly obvious difference ramen flav...,Neutral,6.6%,60.4%,33.0%
3465,oat honey clusters reminds granola cereal used love kid much less fat still tast...,Negative,20.2%,23.8%,56.0%
3466,ok im deployed thought would buy something odd far beef jerky guys troop person ...,Positive,85.2%,0.7%,14.1%
3467,five cats one elderly cat years four year range oldest cat diagnosed couple mont...,Neutral,8.5%,87.1%,4.4%
3468,love milk searching milk long time supermarkets dont carry type milk leave amazo...,Neutral,15.6%,67.8%,16.7%
3469,think great way begin day husband starts slow cooker night bed morning great bre...,Neutral,7.2%,47.0%,45.8%
3470,reviews wrongit may work could swallow disgusting swill many teas let describe o...,Neutral,4.5%,79.6%,15.9%
3471,product eligible free super saving shipping handling default setting checking fr...,Negative,6.1%,42.9%,51.1%
3472,love crispy tasty snap peas use dipping sticks hummus even bypass hummus came ne...,Negative,17.6%,7.5%,74.9%
3473,dont know anyone else trouble pulltabs canidae cans sure tab part flimsy doesnt ...,Negative,12.0%,31.0%,57.0%
3474,new sweethearts herebr br yellow lemon instead bananabr br green apple instead l...,Neutral,10.0%,87.8%,2.2%
3475,favorite cereal deliciousbr br prosbr br delicious full whole grains preservativ...,Negative,9.6%,27.3%,63.1%
3476,boyfriend spent whole summer searching banana snow cone flavoring found one orde...,Negative,16.7%,0.6%,82.7%
3477,tried giving yearold cat hes picky cat didnt like vitamins could find way get in...,Negative,1.3%,48.5%,50.2%
3478,well five gardens obviously product ive happy started tomatoes salad greens sala...,Neutral,15.3%,43.4%,41.4%
3479,ordered product arrived expired months unfortunatly notice went use couple weeks...,Negative,6.2%,15.3%,78.5%
3480,found dogs could live healthily vegan jumped chance share diet mine food recomme...,Neutral,29.9%,38.5%,31.7%
