,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
11934,love beef jerky looked everywhere trouble finding readily found product subscrip...,Neutral,20.5%,46.0%,33.6%
11935,tullys coffee wonderful blend tastes great first thing head wake morning kcups k...,Positive,41.8%,39.0%,19.2%
11936,alvita changed lea licorice tea daughter likes normally uses tea tea said use te...,Neutral,34.2%,38.5%,27.2%
11937,wife love instant potatoes best evaporated milk evap milk fresh milk use cholest...,Negative,12.3%,12.2%,75.5%
11938,order products doxies love want treat yes glad amazon quick send...,Positive,58.6%,3.0%,38.5%
11939,daughter recommends salt one best market per education private cooking school ca...,Positive,63.2%,20.1%,16.7%
11940,dinner house guest loved jerk chicken made ordering thanks...,Positive,63.3%,36.6%,0.1%
11941,coworker shared coconut chips yesterday liked much immediately went internet see...,Neutral,39.2%,39.9%,20.9%
11942,actually prefer triple nut version bar better despite fact really like peanuts t...,Neutral,9.9%,86.2%,4.0%
11943,ordered reading ton awesome reviews hopes may hope dog kitty pound yearold pit b...,Positive,60.1%,23.1%,16.8%
11944,tried tea getting little tired plain green tea used buying surprised impressed f...,Neutral,0.3%,58.3%,41.5%
11945,pleased assortment coffee received hot cocoa cider cups want would left stars co...,Neutral,34.0%,62.6%,3.4%
11946,best tasting cappuccino ever like yummy gas station stuff love always look forwa...,Neutral,16.5%,82.3%,1.2%
11947,love nutiva hempseed delicious whole food chock full raw nutrients little seeds ...,Negative,37.8%,9.1%,53.1%
11948,sauce good delicately balanced flavor understand favorite sauce among fans flavo...,Neutral,30.5%,46.7%,22.8%
11949,realy liked taste price quality downgrade would easy peel opening packages serra...,Negative,10.8%,26.4%,62.8%
11950,ever come austin best texmex food local chain called chuys ask creamy jalapeno s...,Neutral,2.6%,52.3%,45.1%
11951,fan hibiscus tea ive tried literally different brandstypes definitely top favori...,Negative,15.8%,14.4%,69.7%
11952,weve tried chicken cheese peanut butter sometimes cookies small hearts times lar...,Positive,69.8%,17.1%,13.2%
11953,lot brown sugar little box packed makes deceptively generous used several times ...,Positive,70.0%,1.4%,28.6%
11954,used dual boiler bezzera also moka pot neither taste crema good like paying bmw ...,Neutral,13.5%,72.2%,14.3%
11955,love go store ran coffee...,Positive,56.5%,13.0%,30.5%
11956,tried every brand coconut water health food stores carry far favorite pineapple ...,Neutral,6.6%,55.0%,38.4%
11957,got peanut butter costed per jar grocery store alot cheaper recommend product...,Negative,21.5%,33.3%,45.2%
11958,product arrived quickly well packaged great product great price definitely shop...,Neutral,44.1%,51.6%,4.3%
11959,great trifecta british powdered drinks mixed milk sugar horlicks malty milo medi...,Positive,48.6%,7.7%,43.6%
11960,hardest time trying find cat food cats would eat every time got one would sniff ...,Positive,67.0%,28.1%,4.9%
11961,husband kenyan tea drank everyday lived kenya searched searched ended giving sea...,Neutral,25.2%,69.7%,5.1%
11962,excellent treat cats love low calorie inexpensive bought online though expensive...,Negative,25.6%,0.8%,73.6%
11963,fantastic chai masala picky comes tea love one strong sensitive caffeine beware ...,Neutral,3.5%,78.8%,17.7%
11964,puppy picky eater loves food finish bowl give hes rejected several puppy foods g...,Negative,10.2%,8.0%,81.8%
11965,lollipops amazing probably order another pack soon everyone share falls love def...,Neutral,35.5%,41.7%,22.8%
11966,im thoroughly pleased tea purchased based recommendation another reviewer brough...,Negative,12.8%,11.6%,75.6%
11967,think coffee good spendy coffee house brands enjoy everyday happy able get amazo...,Negative,33.3%,9.9%,56.9%
11968,daughters discovered candies years ago bought time france happy able order matte...,Negative,18.8%,17.3%,63.9%
11969,good beans money like really strong like coffee actually blending french roast b...,Positive,47.3%,10.3%,42.4%
11970,found tea really helped increase milk supply tasted little funny first quickly g...,Neutral,33.5%,59.1%,7.4%
11971,keeps teething puppies busy happy chewing natural non messy product love older d...,Positive,47.5%,10.6%,41.9%
11972,dont think like inferior artificial vanilla plus added bonus arent suggested use...,Negative,38.3%,6.3%,55.4%
11973,im popular desk office wish people would come talk get gumball machine better ac...,Neutral,35.9%,49.1%,15.0%
11974,usually big fan bobs red mill products one blow mind first times cooked microwav...,Neutral,10.1%,85.0%,4.8%
11975,really tasty little spicy course ate halfdozen time didnt sit well insides suspe...,Positive,51.3%,41.5%,7.3%
11976,sample find ones like youll miss judge tasting one two favorites diet orange die...,Positive,59.1%,13.6%,27.3%
11977,made sons cupcakes fun nice looking would recommend cupcake rings...,Negative,25.0%,16.8%,58.2%
11978,otter happy product happy come across dealer line best deal respect cost conveni...,Neutral,11.0%,44.8%,44.3%
11979,ordering special tea easy fastbr great value considering costs retail store find...,Neutral,8.2%,70.6%,21.2%
11980,eat good deal brown rice filling also tad boring doesnt much flavor bullion prov...,Negative,32.2%,10.8%,57.0%
11981,opened box tea bags amused cute little pyramids tea bags contents aromatic color...,Positive,38.2%,23.6%,38.2%
11982,got yesterday tried pretzels impressed reading reviews knew use hand mash openin...,Negative,36.7%,11.0%,52.3%
11983,posted picture says servings reviews seem skeptical started keeping track mark u...,Neutral,46.9%,53.0%,0.0%
11984,always liked candy teenager used spent summers england one day tried loved back ...,Negative,3.1%,32.8%,64.1%
11985,actually bought jars use party favor gifts figured would feed food month old dau...,Positive,47.3%,37.6%,15.1%
11986,perfect favorite season variety spices exactly suit tastes without salt...,Neutral,2.3%,53.8%,43.8%
11987,since bought keurig felt coffee wasnt rich coffee slow brew bought starbucks car...,Neutral,19.2%,50.7%,30.1%
11988,product tastes great use protien shakes help mask tastes flavors tried like pb l...,Neutral,42.0%,43.6%,14.4%
11989,made bread family last night made bread maker took hours definitely worth waitbr...,Neutral,0.9%,96.2%,2.9%
11990,three dogs addicted greenies even one treat per day become expensive habit one w...,Negative,4.5%,37.9%,57.6%
11991,omg aroma oil bergamot u open bag wonderful assault sensesterrific flavor honey ...,Negative,27.2%,14.7%,58.1%
11992,make jug tea every morning keep glass throughout day im delighted find source us...,Positive,67.7%,11.0%,21.3%
11993,husband drinks energy drinks nearly every day im always looking good deal friday...,Positive,46.8%,19.0%,34.2%
11994,island soyaki great flavor sweet alittle vinegaryi dont usually like husband lik...,Positive,50.1%,25.2%,24.7%
11995,mio interesting new twist drink mixesin fact doesnt even call drink mix phrase p...,Positive,58.4%,26.0%,15.6%
11996,fell love escargots many many years ago developed several recipes beyond typical...,Negative,2.8%,43.7%,53.5%
11997,wanted supplement dry food feed two schnauzers tried several brands even canned ...,Negative,32.6%,22.5%,44.9%
11998,bought duck rillettes amazon usual favorite duck rillette carried anymore chefsh...,Positive,46.3%,12.5%,41.2%
11999,would say best tasting popcorn eaten better movie thearte popcorn right mixed sa...,Neutral,4.5%,62.5%,33.0%
12000,definitely chocolate lover fond granola cereal thought id try bag even though is...,Positive,50.3%,35.1%,14.7%
12001,didnt bother using seasoning packet opted use instead tastes really good basical...,Neutral,41.2%,46.6%,12.1%
12002,order hip action every month dogs think like better thier food wasnt looking tre...,Neutral,10.6%,49.0%,40.3%
12003,kcups one box great packaging gloria jeans hazelnut delicious definately would p...,Neutral,34.0%,39.2%,26.9%
12004,wanted try product looks good ordered pk couldnt wait open recvd didnt satisfied...,Negative,12.8%,1.0%,86.2%
12005,tried licorice spice b b maine absolutely loved cant always find kitchen grocery...,Positive,75.5%,9.6%,14.9%
12006,opened latest order appears recipe changed cant taste peanut butter tastes sweet...,Neutral,1.1%,66.7%,32.1%
12007,starting think healthy foods granola fiber etc already tried cascadian farms map...,Positive,58.8%,39.9%,1.3%
12008,amazingly tasty hot sauce serious lethal heat fragrant fruity aroma taste lots h...,Neutral,32.0%,49.5%,18.4%
12009,sugar getting older buy chicken strips glucosamine thats reward short trip outsi...,Negative,4.0%,23.2%,72.8%
12010,ive using conditioner two weeks far tell lot hype better department store condit...,Neutral,1.6%,78.2%,20.2%
12011,quality tea problem herethough great quantity bag issue compared brands organic ...,Neutral,11.0%,86.5%,2.5%
12012,im healthier crunchy snacks popchips works category popchips sweet potato gluten...,Negative,13.6%,20.0%,66.4%
12013,husband big coffee drinkers find morning much needed butonly ifwe nestle fat fre...,Negative,20.8%,1.0%,78.2%
12014,buying flavor month old eat thick especially kept fridge opeing...,Negative,18.0%,16.9%,65.1%
12015,organic ginger powder really great product tasty glass jar instead plastic impor...,Positive,51.5%,39.9%,8.6%
12016,hey frie chicken bake maybe shakenbake chicken lets forget grill babyeither way ...,Negative,5.4%,9.6%,85.0%
12017,really disappointed coffee flavor weak weaker gas station coffee french vanilla ...,Neutral,15.1%,81.2%,3.7%
12018,love bold rich coffeeand never liked decaf really like tullys regular french roa...,Positive,49.8%,18.5%,31.7%
12019,sashie loves dog food reason tires dog food tried far shes still eating one seem...,Neutral,26.5%,69.0%,4.6%
12020,ive never much soda drinker im always lookout alternative beverages like juice t...,Neutral,37.0%,45.2%,17.8%
12021,firstly rustichella dabruzzo best pasta asciutta available years amazon offering...,Negative,4.2%,36.8%,59.1%
12022,recovering knee surgery couldnt make store buy rice thought amazon well reviews ...,Positive,75.1%,4.9%,20.0%
12023,decided try brand made oregon smile glad tea tastes fresh opposed allot teas dry...,Neutral,18.3%,66.5%,15.2%
12024,whole family loved em hard enough break teeth good way kettle chips well definit...,Negative,11.4%,12.5%,76.1%
12025,say idea mojito figured crystal light doesnt make anything bad best description ...,Negative,28.5%,12.2%,59.3%
12026,seriously wife nabbed store day girls love nutella thought might nice change pac...,Neutral,3.7%,73.5%,22.8%
12027,think things disgusting celiac disease gave try one day years pretzel craving li...,Negative,36.3%,15.1%,48.6%
12028,ive fan nong shim spicy noodles years instant version came along try love korean...,Negative,42.0%,7.3%,50.7%
12029,turn name brands give try although maui onion bit salty times still say amongst ...,Positive,48.3%,7.9%,43.8%
12030,wife loves stuff basically turns beer shes drinking candy beer lol recommended d...,Neutral,22.6%,69.5%,7.9%
12031,love bottles downside past weeks ive broken daycare dont well warming bottle use...,Positive,58.2%,39.6%,2.2%
12032,american bulldog chaos loves dingo dental bone sadly bone gone within day teeth ...,Neutral,35.1%,45.8%,19.1%
12033,santini organic sweetened condensed milk like santini condensed milk see local g...,Neutral,21.2%,64.8%,14.1%
12034,love supporting family businesses pleasantly surprised discover fog chaser kcups...,Positive,65.1%,15.3%,19.6%
12035,previous reader commented product gelatin called gerber said source gelatin pork...,Positive,61.4%,27.5%,11.1%
12036,href creations coffee flavoring tablets french vanilla count dispensers pack aex...,Neutral,18.0%,50.7%,31.3%
12037,cookies one childhood favorites cannot help please palettebr arrived perfect con...,Neutral,21.0%,69.7%,9.3%
12038,price fell bought im pretty sure lost money deal raised next day anyway product ...,Neutral,20.0%,45.2%,34.8%
12039,pound labterrier mix loves food used mixin kibble everything arrived vendor tip ...,Positive,58.8%,1.8%,39.4%
12040,searching constant less expensive supply real licorice favorite later decided tr...,Positive,43.5%,31.3%,25.2%
12041,switched milk found local supermarket child turned nutrients help child grow eve...,Neutral,2.9%,65.3%,31.8%
12042,love flavor maranatha distinct almond flavor looking peanut butter like flavor g...,Negative,46.0%,2.0%,52.0%
12043,true pucks organic soups bit high saltbr aside staple home winterbr order severa...,Negative,7.5%,41.8%,50.7%
12044,read reviews purchasing item true sweet company claims one drop doesnt equal one...,Positive,61.5%,12.4%,26.1%
12045,best product substitute real thing concentrated dab ya add ground meat draining ...,Negative,29.0%,3.8%,67.3%
12046,teajunkie runas traditional guayusa offers simple agreeable taste thats like tea...,Negative,17.1%,38.9%,44.0%
12047,long time fan product trader joes used sell snackmasters turkey jerky stores rep...,Positive,76.2%,11.5%,12.3%
12048,came across product store form little oz cups easy mac comes dont know oz exactl...,Neutral,30.2%,66.5%,3.3%
12049,far boyfriends favorite like stronger coffee fits bill overpowering great flavor...,Negative,44.4%,5.8%,49.8%
12050,puppys favorite treats use high value treat puppy school training easily break s...,Positive,49.1%,37.2%,13.7%
12051,love concept living new york apartment great able grow herbs use cooking aromas ...,Negative,2.9%,42.6%,54.4%
12052,maggie gets one mini chicken sweet potato chip dinner sit table pray ask maggie ...,Positive,58.6%,10.0%,31.4%
12053,thing huge full height wont fit counter kitchen cabinets definitely think youll ...,Neutral,18.9%,73.1%,8.0%
12054,hope kelloggs doesnt stop manufacturing wonderful chocolate treats thats highly ...,Neutral,2.0%,83.1%,14.9%
12055,great bargain amazons price least cheaper petco petsmart jack russell loves nigh...,Positive,68.9%,19.7%,11.4%
12056,excellent brand ive enjoyed recipes dish get almost sauce extremely heavy sauce ...,Negative,0.5%,15.8%,83.7%
12057,ordered gum days ago subscribeandsave listing however today glanced listing look...,Positive,56.9%,9.0%,34.1%
12058,extremely disappointed product heres whybr dogs natural diet meat greens maybe t...,Positive,59.2%,24.7%,16.1%
12059,lt popchipsmaybe little much devastated costco stopped selling subsided found ca...,Positive,48.6%,10.8%,40.5%
12060,theses arent bad lobe mixed nuts two year old loves chocolate husband eats whate...,Negative,10.6%,11.7%,77.7%
12061,third order amazon wonderful dried cherries excellent alternative junk food...,Neutral,33.9%,50.4%,15.7%
12062,peas hotter others ive bought although didnt find hot enough eat couplethree tim...,Neutral,13.2%,82.7%,4.1%
12063,remind laters theyve got interesting tangysweet taste subtle petrochemical flavo...,Positive,97.1%,0.7%,2.2%
12064,ordered salted pretzels first case opened salted finishing opened second case pr...,Neutral,26.1%,42.2%,31.7%
12065,excellent quality product price much better obtained grocery stores nuff said...,Positive,49.8%,9.4%,40.7%
12066,flavors okay chocolate flavor favorite taste much better add milk banana ice cub...,Positive,65.5%,15.1%,19.4%
12067,coffee ok yet buy kcup body regular brewed cup coffee strong taste almost much l...,Positive,61.2%,31.7%,7.2%
12068,would recommend product us interested healthy snacks use added protein snack ive...,Negative,12.1%,30.0%,57.9%
12069,ive tried kcup green teas find twinings least bitter every morning go work use s...,Neutral,29.1%,49.2%,21.7%
12070,relaxing mate delicious rich bold flavors right touch chocolate warms cold night...,Neutral,14.6%,45.5%,39.9%
12071,excellent everything kitchen sink blend favorite tea high quality product indivi...,Positive,46.1%,19.8%,34.0%
12072,wonderful product bigelow helps keep bones strong whole family drinks daily than...,Positive,69.4%,5.2%,25.4%
12073,difficult write review food personally eaten able obtain verbal response intende...,Neutral,45.9%,46.4%,7.8%
12074,coworker mine went jamaica vacation feb bought lb bag ground expiration date mar...,Positive,83.9%,14.4%,1.7%
12075,puppy seems indifferent treat doesnt get overly excited break half shell usually...,Neutral,7.6%,82.9%,9.5%
12076,turned big disappointment taste remember kept give away folks know arent saltsen...,Neutral,2.7%,95.9%,1.4%
12077,one best extrabold coffees ever like sumatran reserve dark magic youll like coff...,Positive,80.7%,17.8%,1.5%
12078,nostrils flare aroma tea opening envelope last drop tea cup amazingly freshtasti...,Negative,16.4%,10.4%,73.2%
12079,popchips great got barbeque single serving calorie size best way get calories kn...,Positive,73.1%,24.7%,2.2%
12080,pleased pocky stick individually wrapped flavor exactly expected complaint pocky...,Neutral,38.6%,50.4%,11.0%
12081,great fruit soda surprise used artificially flavored junkbr br much cheaper supe...,Positive,88.9%,8.5%,2.6%
12082,really love flavor texture much better bland old regular pancakes really good va...,Neutral,23.7%,56.3%,19.9%
12083,well year using different types hot sauce different types food started ever reme...,Negative,17.4%,36.9%,45.7%
12084,ordered early december christmas present recipiant asked ordered chocolates clai...,Negative,19.6%,36.7%,43.8%
12085,husband began drinking tart cherry juice someone told us good aches pains felt d...,Positive,69.0%,27.9%,3.2%
12086,coffee fine maybe good du monde ok go back du monde next time...,Neutral,12.7%,45.3%,42.0%
12087,ive tried many gf noodles fan tinkyada tried schars product everyone family glut...,Neutral,26.5%,41.0%,32.5%
12088,excellent taste excellent price easy shopping delivered right door placing order...,Positive,45.0%,35.7%,19.3%
12089,best quickboil udons ive ever noodles arebr right soup pretty good also skip sou...,Positive,52.8%,32.6%,14.5%
12090,variety pack amazing deal six bottles cost two bottles cost stores get picked th...,Positive,76.6%,10.2%,13.2%
12091,gold prince made terrible mistake two products coldaid fluaid different formular...,Negative,25.5%,24.0%,50.4%
12092,coffee smooth rather flat compared starbucks brews doesnt bite itbr like mild co...,Negative,6.3%,29.8%,63.9%
12093,time short family grumbling something eat boxed prepackaged meal great way get d...,Neutral,13.5%,75.1%,11.4%
12094,bar tastes like fermented oranges like alcoholbut tastes bad chocolateorange alc...,Positive,44.4%,44.3%,11.3%
12095,gloria jeans hazelnut coffee nice rich aromatic flavorful coffee lot body bitter...,Neutral,35.5%,49.0%,15.4%
12096,grandchildren love send granddaughter serving navy onbr deployment shares shipma...,Negative,21.0%,36.1%,43.0%
12097,black tiger k cups right strength robust earthy deliver burst coffee need mornin...,Negative,37.3%,9.1%,53.7%
12098,product superior light biscotti crunchy without hard light coating chocolate tex...,Negative,35.8%,3.5%,60.7%
12099,great meal go take work see excellent road trips everything box delicious rarely...,Neutral,38.1%,61.6%,0.3%
12100,sorghum molasses tastes like karo syrup wish would said pure sorghum molasses di...,Positive,62.7%,34.2%,3.1%
12101,ive grown quaker oatmeal busy adult dont always time cook oatmeal traditional wa...,Positive,91.7%,7.6%,0.7%
12102,love suzies flatbreads another store quit carrying ordered amazon...,Positive,74.7%,9.9%,15.4%
12103,really hard find outside europe first pleasure enjoying delicious thin biscuit w...,Neutral,25.4%,39.4%,35.2%
12104,coffee smooth tasting didnt experience bitterness taste found naturally easy dri...,Neutral,24.9%,59.5%,15.7%
12105,like celery seeds salads cooking good product tastes fresh good flavor...,Negative,18.6%,10.8%,70.6%
12106,guy doesnt go one much original version treat love cheese part favorite start pa...,Negative,36.5%,0.5%,63.0%
12107,liked smooth rather mild flavor one love one heart ethiopian yirgacheffe bean co...,Positive,77.8%,21.9%,0.3%
12108,used product years drink almost exclusively local stores quit carrying fortunate...,Negative,15.0%,20.2%,64.8%
12109,purina one food feed cat picky stinky stomach issue doesnt seem tire eating year...,Neutral,25.2%,55.8%,18.9%
12110,standard allergyfriendly labradoodles one allergies nonwheat duck sweet potato t...,Negative,8.6%,44.5%,46.9%
12111,love tea iced tea hot tea green tea black tea kinds excited try product always s...,Neutral,33.2%,35.3%,31.6%
12112,nephew picky eater would eat cheddar goldfish recently put gluten free diet worr...,Negative,6.0%,27.9%,66.1%
12113,seriously dont know anyone say liked looked good hopefulbr opened took taste was...,Negative,25.1%,13.3%,61.6%
12114,short background eating habits two cats one super finicky cat eat anything even ...,Positive,37.6%,28.5%,33.8%
12115,really like flovor gin gins bought discount store try ordered bulk amazonsharp s...,Neutral,16.2%,71.6%,12.2%
12116,great little one artificial flavors additives found buying stage stage cheaper g...,Neutral,1.0%,68.3%,30.7%
12117,like sour taste sour kind taste dont like smell isnt great either...,Negative,38.7%,19.0%,42.3%
12118,lactose intolerant happy find milkfree chocolate bar dont let milklessness bars ...,Positive,49.6%,9.0%,41.4%
12119,spoke chef restaurant ask put mahi mahi sandwichbrought bought homeamazing kind ...,Neutral,37.4%,46.6%,16.0%
12120,ordered first time received brick cheese crackers peanut butter amazon issued re...,Negative,32.0%,4.0%,64.0%
12121,one two traps able set came box frame wire bent shape kept flexing trying set mi...,Positive,59.6%,36.4%,4.0%
12122,must start warning addictive metabolically dangerousbr br finally found chocolat...,Neutral,23.9%,41.7%,34.3%
12123,using tassimo brewer like one made bosch several years href tasuc tassimo single...,Negative,15.8%,11.0%,73.2%
12124,love snack get nice taste chocolate mint addition almond course isnt super sweet...,Neutral,2.5%,83.4%,14.1%
12125,love stuff taste fact dissolves well leave lot sediment bottom cup...,Positive,64.0%,18.6%,17.4%
12126,bars slightly dry opinion sister raves bars gave entire order prefer bars moist ...,Negative,38.7%,4.9%,56.4%
12127,product whether make small medium large cup smells extremely good yet go drink t...,Negative,13.2%,33.3%,53.4%
12128,love product flavor protein oil less cholesterol whats love mixes well shakes ob...,Neutral,24.3%,53.7%,22.0%
12129,great blend italian sausage makes mild sausage little kick lbs sausage make lb b...,Positive,49.4%,45.4%,5.1%
12130,picky eaters seldom agree one food dove right soon offered scraped bowls clean e...,Neutral,9.6%,66.9%,23.5%
12131,good product decent shipping however price later found item local store gouge...,Neutral,1.1%,49.9%,48.9%
12132,used drink stuff every day years ago thought would try see like tastes sweet hig...,Positive,46.9%,42.6%,10.4%
12133,pg tips wonderful tea lipton tetley tea nothing pg tipsbr prefer tea bit cream s...,Negative,27.3%,35.9%,36.8%
12134,live isolated town cannot purchase iams dog biscuits within four hour radius unf...,Neutral,28.4%,62.9%,8.7%
12135,good candy far energizing youi dont think admit got single package base opinion ...,Positive,48.6%,12.1%,39.3%
12136,dogswell vitality chicken breast healthy tasty treats good dog loves say chicken...,Negative,29.4%,10.3%,60.3%
12137,got hooked candycoated fennel seeds first tried purchase made online indian cook...,Positive,88.3%,0.3%,11.3%
12138,reviewed werthers original chewy caramels caramel chocolates creamy filledbr har...,Neutral,11.1%,84.3%,4.7%
12139,stuff tastes like something pulled garden get rid...,Negative,39.1%,3.0%,57.9%
12140,white chai tea infused cinnamon spices tastes like liquid pumpkin piebr br yuk...,Neutral,45.2%,47.9%,6.9%
12141,cant get month old eat dinner type baby food thought would different baby doesnt...,Negative,22.7%,37.3%,40.0%
12142,every person try pawn one drinks one sip rest thrown awaybr br bought pack flavo...,Positive,87.5%,8.4%,4.1%
12143,cat likes many whiskas purrfectly product line red snapper one favorites get sto...,Positive,41.2%,37.6%,21.2%
12144,first trip new york clients purchased table full black white cookies never black...,Neutral,45.9%,47.6%,6.4%
12145,kiddos liked good start matter fact baby girl take formula good affordable...,Positive,48.1%,20.4%,31.4%
12146,purchased tea hopes finding economical replacement jasmine phoenix dragon pearls...,Negative,3.6%,11.6%,84.8%
12147,twin month old girls love seem wonderful dissapointed saw made china though dont...,Positive,48.0%,13.9%,38.1%
12148,boxed rice side dish family likes buying amazons grocery store great value rathe...,Neutral,37.9%,41.3%,20.8%
12149,trivedi water wonderful drink daily basis love skin hydrated glowing every day d...,Positive,57.1%,15.4%,27.5%
12150,honey granules tasty welcome alternative cane sugar use morning oats steel cut o...,Positive,52.9%,29.4%,17.7%
12151,received two cartons macaroni far first broken open shipping arrived one flap ha...,Neutral,26.8%,69.6%,3.6%
12152,agree reviewers commented filling aspects product idea calories could keep full ...,Neutral,45.6%,50.9%,3.4%
12153,ate first bar thinking reorder im concerned omega balance unhealthy omega mg one...,Negative,18.9%,21.2%,60.0%
12154,hibr try zero carb flavorrich version version pleasant flavor confident legitima...,Positive,69.7%,22.2%,8.1%
12155,hard time locating product store foolishly purchased amazon always gotten great ...,Negative,33.5%,30.9%,35.6%
12156,smore years beyond excited find marshmallows eat dont eat gelatin waited anticip...,Neutral,3.7%,86.6%,9.7%
12157,world canned chili usually filled fat salt preservatives amys chili welcome reli...,Positive,63.1%,0.9%,36.0%
12158,bought several times wont last case make buy boxes contains broken crackers crac...,Negative,26.4%,23.2%,50.4%
12159,hate leave kind review especially enjoyed product much past purchased item june ...,Neutral,23.2%,52.4%,24.4%
12160,far delicious gluten free flour blend ive used substitutes well gluten free reci...,Negative,1.1%,14.5%,84.4%
12161,back ordered product arrived found coffee light blend coffee good however prefer...,Negative,1.6%,8.5%,89.9%
12162,flavorful mild curry rice little chewy usually let stew cup extra minute two eve...,Negative,35.7%,16.5%,47.8%
12163,hard believe sugar free candy bar taste delicious dark chocolate good love almos...,Negative,13.8%,22.8%,63.4%
12164,hard get timing right plus funny smell buying anymore...,Negative,7.4%,36.3%,56.3%
12165,teach college tassimo office keep assortment coffee tea cappuccinos suchard hot ...,Negative,3.0%,4.6%,92.4%
12166,dont even taste like cashews fresh crunchy enough would never know supposed cash...,Positive,73.8%,6.5%,19.7%
12167,decided risky order big box unknown tea stuff along big boxes blueberry raspberr...,Neutral,14.1%,54.9%,31.0%
12168,drive street buy store expensive delivered less worth plus lab mix actually chew...,Negative,10.0%,33.5%,56.5%
12169,bought small bag pops toddler son local store recent vacation thought would good...,Neutral,3.2%,68.5%,28.3%
12170,beaglelab mix fairly picky treats goes nuts ive trying find something chicken je...,Positive,66.1%,21.7%,12.2%
12171,order arrived yesterday one day earlier expectedbr br course try right awaybr br...,Neutral,9.0%,58.2%,32.8%
12172,stuff shouldnt compared coffee never considered coffee substitute delicious righ...,Negative,5.2%,17.6%,77.2%
12173,ended exactly looking purchased slew nostalgic candy th birthday party came acro...,Negative,4.7%,19.8%,75.6%
12174,feed kids earths best brand babytoddler food unable prepare food flavors short l...,Negative,0.3%,5.7%,93.9%
12175,far choc goes really good someone reviewed explained close baking choc cant hard...,Negative,2.2%,47.1%,50.7%
12176,tired product first time tried several others yrs found one nice flavor texture ...,Positive,64.7%,10.2%,25.1%
12177,eagearly opend box amazon disappointed thought shelloh well give gifts...,Negative,14.4%,33.5%,52.1%
12178,love espresso never thought would say think like starbucks havent given shot yet...,Positive,51.4%,38.3%,10.2%
12179,far worse jerky ever tasted flavor salty point causing tongue raw places eating ...,Negative,36.8%,10.1%,53.1%
12180,fan coffee members household love got rave reviewsbr br looks like comes tea bag...,Neutral,21.5%,76.7%,1.8%
12181,know theres countless products popcorn across planet true however theres one cov...,Positive,45.3%,31.5%,23.2%
12182,excited organized whole event fiancees birthday around tabletsbr placed order we...,Negative,46.6%,2.0%,51.4%
12183,really prefer hormel pasta packages need put microwave theres subsequent stirrin...,Neutral,21.8%,50.4%,27.8%
12184,two words potato flakes sure buzz try one bag buy case cant returned...,Neutral,29.8%,56.7%,13.5%
12185,adore drink next best thing coffee morning though lot peoples stomachs probaby h...,Neutral,22.7%,51.4%,25.9%
12186,ordered case based experience health valley products bars would make great go sn...,Negative,7.3%,44.1%,48.6%
12187,convenient way buy good coffee box last month half savingsbr saving gas...,Negative,16.7%,5.2%,78.1%
12188,coffee lover yearsmy recall kona better quality would rather go blue mountain ja...,Negative,27.3%,6.6%,66.1%
12189,great fan potato chips thai food happy kettle chips decided meld two great loves...,Neutral,2.2%,65.9%,31.9%
12190,jet fuel coffee best coffee ever taste great gets mornings great startand dont b...,Positive,49.9%,8.6%,41.5%
12191,like strong smooth coffee coffee strong enough little bitter side taste tasted s...,Neutral,11.9%,54.1%,34.0%
12192,good value great taste wife one two cups day along decaf price better brick mort...,Positive,52.4%,11.1%,36.6%
12193,first true lemon local eatery found liked always use real lemons water seem go b...,Positive,43.3%,21.6%,35.0%
12194,really like timothys breakfast blend mild coffee exactly like thas nice flavor m...,Neutral,13.6%,62.3%,24.1%
12195,havent tassimo long find best tasted never sampled starbucks coffee tassimo reca...,Positive,55.6%,38.3%,6.1%
12196,fast ship great product love mini haribo bears bags favorite great grabbing thro...,Negative,12.7%,26.7%,60.6%
12197,use tablespoons two tamarind paste indian thai dishes adds distinctive sour flav...,Neutral,2.5%,57.4%,40.1%
12198,tried variety decaf cup brands found timothys columbian best like bold taste str...,Neutral,14.3%,49.0%,36.6%
12199,year old miniature schnauzer loves bones im really glad started making wheatfree...,Negative,4.8%,25.6%,69.6%
12200,ok plenty reviews might giving review someone else whatever hcg diet give things...,Neutral,5.1%,81.9%,13.0%
12201,dogs like chews picture misleading actual package small chews even large sizebr ...,Neutral,35.1%,57.2%,7.7%
12202,ive tried several flavors coconut water theyre pretty good chocoholic high hopes...,Neutral,12.4%,72.8%,14.8%
12203,drink nutrients chalky taste taste honestly taste like chocolate milk protein dr...,Negative,17.3%,23.6%,59.2%
12204,love fullbodied flavor coffee figure see coffee strong enough prone things coffe...,Neutral,35.7%,60.9%,3.3%
12205,decent product great go taste terrible chocolate raspberry little better cashew ...,Neutral,3.5%,52.7%,43.9%
12206,tea tastes pretty good tea lover think could little stronger doesnt strong flavo...,Positive,83.8%,2.2%,14.0%
12207,excellent tea real blueberry flavor without caffeinebr br really like tea winter...,Negative,4.0%,24.6%,71.4%
12208,dog loves super healthy dogs eats quickly average chewer might make last bit hes...,Neutral,31.8%,57.7%,10.5%
12209,two fussy doggies one beagle chihuahua dogs wont eat dry food matter brand expen...,Negative,20.6%,38.9%,40.4%
12210,dogs seem like treats ingredient list suggests two ingredients chicken rice purc...,Neutral,12.7%,49.9%,37.5%
